Entity,Code,Year,Urban (%),GDP per capita (int.-$) ($),Population
Sweden,SWE,1927,,4846,6099870
Sweden,SWE,1928,,4880,6116179
Sweden,SWE,1929,,5061,6128283
Sweden,SWE,1930,,5291,6140565
Sweden,SWE,1931,,5168,6154563
Sweden,SWE,1932,,4978,6173895
Sweden,SWE,1933,,5072,6196513
Sweden,SWE,1934,,5413,6219497
Sweden,SWE,1935,,5675,6240428
Sweden,SWE,1936,,5877,6260266
Sweden,SWE,1937,,6036,6279424
Sweden,SWE,1938,,6236,6300941
Sweden,SWE,1939,,6697,6325897
Sweden,SWE,1940,,6206,6353380
Sweden,SWE,1941,,6037,6384219
Sweden,SWE,1942,,6088,6424889
Sweden,SWE,1943,,6282,6479056
Sweden,SWE,1944,,6466,6544838
Sweden,SWE,1945,,6654,6614252
Sweden,SWE,1946,,7318,6688095
Sweden,SWE,1947,,7914,6763099
Sweden,SWE,1948,,8024,6840998
Sweden,SWE,1949,,8292,6927503
Sweden,SWE,1950,65.724,8816,7010000
Sweden,SWE,1951,66.548,9078,7073000
Sweden,SWE,1952,67.24,9264,7128000
Sweden,SWE,1953,67.923,9599,7176000
Sweden,SWE,1954,68.6,9888,7220000
Sweden,SWE,1955,69.269,10084,7263000
Sweden,SWE,1956,69.93,10420,7305000
Sweden,SWE,1957,70.582,10787,7347000
Sweden,SWE,1958,71.226,10965,7391000
Sweden,SWE,1959,71.862,11310,7436000
Sweden,SWE,1960,72.49,11391,7483000
Sweden,SWE,1961,73.295,12106,7530000
Sweden,SWE,1962,74.271,12806,7580000
Sweden,SWE,1963,75.223,13461,7631000
Sweden,SWE,1964,76.153,14389,7687000
Sweden,SWE,1965,77.056,14793,7746000
Sweden,SWE,1966,77.914,15064,7809000
Sweden,SWE,1967,78.727,15584,7876000
Sweden,SWE,1968,79.519,16267,7942000
Sweden,SWE,1969,80.287,16930,8003000
Sweden,SWE,1970,81.034,18133,8055000
Sweden,SWE,1971,81.563,18313,8096000
Sweden,SWE,1972,81.886,18819,8127000
Sweden,SWE,1973,82.203,19548,8152000
Sweden,SWE,1974,82.517,19744,8174000
Sweden,SWE,1975,82.73,20161,8197000
Sweden,SWE,1976,82.802,20268,8223000
Sweden,SWE,1977,82.873,19649,8251000
Sweden,SWE,1978,82.944,19953,8277000
Sweden,SWE,1979,83.016,20551,8300000
Sweden,SWE,1980,83.087,20491,8316000
Sweden,SWE,1981,83.1,20617,8325000
Sweden,SWE,1982,83.1,20899,8329000
Sweden,SWE,1983,83.1,21404,8332000
Sweden,SWE,1984,83.1,22314,8340000
Sweden,SWE,1985,83.1,22781,8358000
Sweden,SWE,1986,83.1,23913,8385000
Sweden,SWE,1987,83.1,24695,8421000
Sweden,SWE,1988,83.1,25709,8465000
Sweden,SWE,1989,83.1,26418,8514000
Sweden,SWE,1990,83.1,26364,8567000
Sweden,SWE,1991,83.204,26114,8625000
Sweden,SWE,1992,83.361,26069,8687000
Sweden,SWE,1993,83.516,25070,8747000
Sweden,SWE,1994,83.671,26508,8798000
Sweden,SWE,1995,83.824,27970,8836000
Sweden,SWE,1996,83.914,28508,8859000
Sweden,SWE,1997,83.942,29952,8869000
Sweden,SWE,1998,83.97,31799,8871000
Sweden,SWE,1999,83.998,33703,8873000
Sweden,SWE,2000,84.026,36374,8882000
Sweden,SWE,2001,84.071,35603,8898000
Sweden,SWE,2002,84.133,36192,8921000
Sweden,SWE,2003,84.196,36813,8951000
Sweden,SWE,2004,84.258,38522,8991000
Sweden,SWE,2005,84.319,37974,9039000
Sweden,SWE,2006,84.43,39748,9096000
Sweden,SWE,2007,84.588,42314,9163000
Sweden,SWE,2008,84.746,42310,9236000
Sweden,SWE,2009,84.902,40320,9313000
Sweden,SWE,2010,85.056,42043,9390000
Sweden,SWE,2011,85.297,42079,9467000
Sweden,SWE,2012,85.62,42579,9543000
Switzerland,CHE,1800,3.700000047683716,,1826051
Switzerland,CHE,1801,,,1833734
Switzerland,CHE,1802,,,1841448
Switzerland,CHE,1803,,,1849196
Switzerland,CHE,1804,,,1856975
Switzerland,CHE,1805,,,1864788
Switzerland,CHE,1806,,,1872634
Switzerland,CHE,1807,,,1880512
Switzerland,CHE,1808,,,1888424
Switzerland,CHE,1809,,,1896369
Switzerland,CHE,1810,,,1904962
Switzerland,CHE,1811,,,1913150
Switzerland,CHE,1812,,,1921449
Switzerland,CHE,1813,,,1929951
Switzerland,CHE,1814,,,1938609
Switzerland,CHE,1815,,,1947419
Switzerland,CHE,1816,,,1956429
Switzerland,CHE,1817,,,1965590
Switzerland,CHE,1818,,,1974946
Switzerland,CHE,1819,,,1984450
Switzerland,CHE,1820,,,1994147
Switzerland,CHE,1821,,,2004035
Switzerland,CHE,1822,,,2014065
Switzerland,CHE,1823,,,2024284
Switzerland,CHE,1824,,,2034690
Switzerland,CHE,1825,,,2045280
Switzerland,CHE,1826,,,2056054
Switzerland,CHE,1827,,,2067010
Switzerland,CHE,1828,,,2078146
Switzerland,CHE,1829,,,2089509
Switzerland,CHE,1830,,,2101048
Switzerland,CHE,1831,,,2112905
Switzerland,CHE,1832,,,2124952
Switzerland,CHE,1833,,,2137238
Switzerland,CHE,1834,,,2149714
Switzerland,CHE,1835,,,2162429
Switzerland,CHE,1836,,,2175381
Switzerland,CHE,1837,,,2188524
Switzerland,CHE,1838,,,2201905
Switzerland,CHE,1839,,,2215524
Switzerland,CHE,1840,,,2229381
Switzerland,CHE,1841,,,2243619
Switzerland,CHE,1842,,,2257619
Switzerland,CHE,1843,,,2271381
Switzerland,CHE,1844,,,2285286
Switzerland,CHE,1845,,,2299333
Switzerland,CHE,1846,,,2313524
Switzerland,CHE,1847,,,2327810
Switzerland,CHE,1848,,,2342143
Switzerland,CHE,1849,,,2356524
Switzerland,CHE,1850,7.699999809265137,,2370905
Switzerland,CHE,1851,,2333,2385304
Switzerland,CHE,1852,,2416,2399655
Switzerland,CHE,1853,,2180,2413910
Switzerland,CHE,1854,,1828,2428116
Switzerland,CHE,1855,,2194,2442178
Switzerland,CHE,1856,,2179,2456145
Switzerland,CHE,1857,,2323,2470015
Switzerland,CHE,1858,,3174,2483884
Switzerland,CHE,1859,,2883,2497753
Switzerland,CHE,1860,,2380,2511572
Switzerland,CHE,1861,,2555,2525820
Switzerland,CHE,1862,,2755,2539923
Switzerland,CHE,1863,,2629,2554550
Switzerland,CHE,1864,,2404,2569746
Switzerland,CHE,1865,,2681,2585037
Switzerland,CHE,1866,,2615,2600470
Switzerland,CHE,1867,,2289,2616044
Switzerland,CHE,1868,,2788,2631760
Switzerland,CHE,1869,,3067,2647713
Switzerland,CHE,1870,,2927,2663903
Switzerland,CHE,1871,,2982,2680140
Switzerland,CHE,1872,,2641,2696185
Switzerland,CHE,1873,,2652,2712201
Switzerland,CHE,1874,,3197,2728312
Switzerland,CHE,1875,,3596,2744317
Switzerland,CHE,1876,,3392,2760162
Switzerland,CHE,1877,,3051,2777408
Switzerland,CHE,1878,,3197,2793069
Switzerland,CHE,1879,,3233,2808435
Switzerland,CHE,1880,,3342,2822978
Switzerland,CHE,1881,,3469,2838832
Switzerland,CHE,1882,,3308,2852526
Switzerland,CHE,1883,,3395,2865820
Switzerland,CHE,1884,,3832,2879845
Switzerland,CHE,1885,,4226,2892200
Switzerland,CHE,1886,,4361,2906014
Switzerland,CHE,1887,,4277,2917431
Switzerland,CHE,1888,,4390,2933408
Switzerland,CHE,1889,,4226,2951745
Switzerland,CHE,1890,16.0,4453,2972441
Switzerland,CHE,1891,,4178,2995497
Switzerland,CHE,1892,,4389,3020911
Switzerland,CHE,1893,,4406,3048775
Switzerland,CHE,1894,,4278,3078997
Switzerland,CHE,1895,,4426,3111578
Switzerland,CHE,1896,,4631,3146880
Switzerland,CHE,1897,,4720,3184812
Switzerland,CHE,1898,,4837,3223377
Switzerland,CHE,1899,,4901,3262483
Switzerland,CHE,1900,,5124,3297231
Switzerland,CHE,1901,,4865,3337604
Switzerland,CHE,1902,,4969,3376007
Switzerland,CHE,1903,,4842,3417827
Switzerland,CHE,1904,,5141,3460309
Switzerland,CHE,1905,,5306,3503565
Switzerland,CHE,1906,,5515,3547151
Switzerland,CHE,1907,,5451,3586010
Switzerland,CHE,1908,,5429,3640592
Switzerland,CHE,1909,,5469,3683592
Switzerland,CHE,1910,,5613,3726391
Switzerland,CHE,1911,,5595,3769253
Switzerland,CHE,1912,,5771,3812045
Switzerland,CHE,1913,,5622,3852174
Switzerland,CHE,1914,,5212,3873339
Switzerland,CHE,1915,,5149,3879534
Switzerland,CHE,1916,,5434,3876415
Switzerland,CHE,1917,,5200,3875293
Switzerland,CHE,1918,,4692,3870678
Switzerland,CHE,1919,,4614,3867019
Switzerland,CHE,1920,,4858,3865688
Switzerland,CHE,1921,,4058,3867351
Switzerland,CHE,1922,,4699,3869347
Switzerland,CHE,1923,,4811,3875999
Switzerland,CHE,1924,,5126,3887974
Switzerland,CHE,1925,,5166,3904272
Switzerland,CHE,1926,,5204,3924229
Switzerland,CHE,1927,,5467,3950173
Switzerland,CHE,1928,,5672,3980109
Switzerland,CHE,1929,,5799,4011708
Switzerland,CHE,1930,,5834,4042309
Switzerland,CHE,1931,,5928,4068918
Switzerland,CHE,1932,,5647,4092534
Switzerland,CHE,1933,,5912,4112491
Switzerland,CHE,1934,,6060,4130120
Switzerland,CHE,1935,,5889,4145420
Switzerland,CHE,1936,,5912,4158725
Switzerland,CHE,1937,,6656,4171032
Switzerland,CHE,1938,,6467,4183671
Switzerland,CHE,1939,,6695,4198972
Switzerland,CHE,1940,,6860,4219594
Switzerland,CHE,1941,,6908,4246203
Switzerland,CHE,1942,,6703,4278467
Switzerland,CHE,1943,,6800,4315055
Switzerland,CHE,1944,,6992,4356965
Switzerland,CHE,1945,,6883,4404862
Switzerland,CHE,1946,,8425,4458081
Switzerland,CHE,1947,,8742,4514626
Switzerland,CHE,1948,,8820,4572169
Switzerland,CHE,1949,,8609,4620096
Switzerland,CHE,1950,67.381,9053,4668000
Switzerland,CHE,1951,67.676,9875,4722000
Switzerland,CHE,1952,68.047,10030,4781000
Switzerland,CHE,1953,68.414,10473,4842000
Switzerland,CHE,1954,68.78,11157,4900000
Switzerland,CHE,1955,69.143,11956,4957000
Switzerland,CHE,1956,69.504,12825,5012000
Switzerland,CHE,1957,69.862,13289,5068000
Switzerland,CHE,1958,70.219,12943,5128000
Switzerland,CHE,1959,70.572,13914,5198000
Switzerland,CHE,1960,70.924,14627,5281000
Switzerland,CHE,1961,71.243,15479,5378000
Switzerland,CHE,1962,71.539,16171,5487000
Switzerland,CHE,1963,71.834,16816,5602000
Switzerland,CHE,1964,72.127,17719,5713000
Switzerland,CHE,1965,72.417,18237,5813000
Switzerland,CHE,1966,72.706,18802,5899000
Switzerland,CHE,1967,72.993,19478,5974000
Switzerland,CHE,1968,73.279,20260,6038000
Switzerland,CHE,1969,73.561,21432,6096000
Switzerland,CHE,1970,73.843,22883,6151000
Switzerland,CHE,1971,73.992,23858,6203000
Switzerland,CHE,1972,74.046,24702,6251000
Switzerland,CHE,1973,74.1,25480,6293000
Switzerland,CHE,1974,74.154,25939,6322000
Switzerland,CHE,1975,74.208,24334,6337000
Switzerland,CHE,1976,74.262,24666,6336000
Switzerland,CHE,1977,74.316,25457,6322000
Switzerland,CHE,1978,74.37,25895,6302000
Switzerland,CHE,1979,74.424,26847,6287000
Switzerland,CHE,1980,74.477,27929,6284000
Switzerland,CHE,1981,74.466,28166,6296000
Switzerland,CHE,1982,74.406,27998,6321000
Switzerland,CHE,1983,74.346,28338,6357000
Switzerland,CHE,1984,74.286,29271,6396000
Switzerland,CHE,1985,74.227,30172,6435000
Switzerland,CHE,1986,74.167,31589,6473000
Switzerland,CHE,1987,74.107,32045,6511000
Switzerland,CHE,1988,74.046,32877,6551000
Switzerland,CHE,1989,73.986,34117,6597000
Switzerland,CHE,1990,73.926,35499,6653000
Switzerland,CHE,1991,73.869,35630,6719000
Switzerland,CHE,1992,73.815,35651,6793000
Switzerland,CHE,1993,73.762,36277,6869000
Switzerland,CHE,1994,73.708,37488,6938000
Switzerland,CHE,1995,73.654,37871,6996000
Switzerland,CHE,1996,73.6,37889,7038000
Switzerland,CHE,1997,73.546,39781,7069000
Switzerland,CHE,1998,73.492,41471,7092000
Switzerland,CHE,1999,73.438,42105,7115000
Switzerland,CHE,2000,73.383,42752,7144000
Switzerland,CHE,2001,73.375,42350,7179000
Switzerland,CHE,2002,73.401,43040,7220000
Switzerland,CHE,2003,73.427,42541,7268000
Switzerland,CHE,2004,73.452,43768,7324000
Switzerland,CHE,2005,73.478,45532,7387000
Switzerland,CHE,2006,73.504,48406,7458000
Switzerland,CHE,2007,73.53,52541,7537000
Switzerland,CHE,2008,73.556,54830,7623000
Switzerland,CHE,2009,73.581,54184,7714000
Switzerland,CHE,2010,73.607,54377,7809000
Switzerland,CHE,2011,73.631,58686,7907000
Switzerland,CHE,2012,73.653,60777,8008000
Syria,SYR,1800,,,1337000
Syria,SYR,1801,,,1337000
Syria,SYR,1802,,,1337000
Syria,SYR,1803,,,1337000
Syria,SYR,1804,,,1337000
Syria,SYR,1805,,,1337000
Syria,SYR,1806,,,1337000
Syria,SYR,1807,,,1337000
Syria,SYR,1808,,,1337000
Syria,SYR,1809,,,1337000
Syria,SYR,1810,,,1337000
Syria,SYR,1811,,,1337215
Syria,SYR,1812,,,1337645
Syria,SYR,1813,,,1338291
Syria,SYR,1814,,,1339153
Syria,SYR,1815,,,1340234
Syria,SYR,1816,,,1341532
Syria,SYR,1817,,,1343050
Syria,SYR,1818,,,1344787
Syria,SYR,1819,,,1346745
Syria,SYR,1820,,1039,1348924
Syria,SYR,1821,,,1351325
Syria,SYR,1822,,,1353949
Syria,SYR,1823,,,1356796
Syria,SYR,1824,,,1359867
Syria,SYR,1825,,,1363163
Syria,SYR,1826,,,1366685
Syria,SYR,1827,,,1370434
Syria,SYR,1828,,,1374410
Syria,SYR,1829,,,1378613
Syria,SYR,1830,,,1383046
Syria,SYR,1831,,,1387708
Syria,SYR,1832,,,1392386
Syria,SYR,1833,,,1397079
Syria,SYR,1834,,,1401789
Syria,SYR,1835,,,1406514
Syria,SYR,1836,,,1411255
Syria,SYR,1837,,,1416013
Syria,SYR,1838,,,1420786
Syria,SYR,1839,,,1425575
Syria,SYR,1840,,,1430381
Syria,SYR,1841,,,1435202
Syria,SYR,1842,,,1440040
Syria,SYR,1843,,,1444894
Syria,SYR,1844,,,1449765
Syria,SYR,1845,,,1454652
Syria,SYR,1846,,,1459555
Syria,SYR,1847,,,1464476
Syria,SYR,1848,,,1469412
Syria,SYR,1849,,,1474365
Syria,SYR,1850,,,1479335
Syria,SYR,1851,,,1484248
Syria,SYR,1852,,,1489177
Syria,SYR,1853,,,1494123
Syria,SYR,1854,,,1499084
Syria,SYR,1855,,,1504063
Syria,SYR,1856,,,1509058
Syria,SYR,1857,,,1514069
Syria,SYR,1858,,,1519097
Syria,SYR,1859,,,1524142
Syria,SYR,1860,,,1529204
Syria,SYR,1861,,,1534435
Syria,SYR,1862,,,1539836
Syria,SYR,1863,,,1545410
Syria,SYR,1864,,,1551157
Syria,SYR,1865,,,1557079
Syria,SYR,1866,,,1563178
Syria,SYR,1867,,,1569454
Syria,SYR,1868,,,1575909
Syria,SYR,1869,,,1582545
Syria,SYR,1870,,1345,1589363
Syria,SYR,1871,,,1596365
Syria,SYR,1872,,,1603551
Syria,SYR,1873,,,1610067
Syria,SYR,1874,,,1617677
Syria,SYR,1875,,,1625493
Syria,SYR,1876,,,1633516
Syria,SYR,1877,,,1641293
Syria,SYR,1878,,,1649881
Syria,SYR,1879,,,1658703
Syria,SYR,1880,,,1667572
Syria,SYR,1881,,,1676359
Syria,SYR,1882,,,1685323
Syria,SYR,1883,,,1694334
Syria,SYR,1884,,,1703279
Syria,SYR,1885,,,1712386
Syria,SYR,1886,,,1721542
Syria,SYR,1887,,,1730647
Syria,SYR,1888,,,1739901
Syria,SYR,1889,,,1749204
Syria,SYR,1890,,,1758557
Syria,SYR,1891,,,1767960
Syria,SYR,1892,,,1777413
Syria,SYR,1893,,,1786917
Syria,SYR,1894,,,1796471
Syria,SYR,1895,,,1806077
Syria,SYR,1896,,,1815734
Syria,SYR,1897,,,1825443
Syria,SYR,1898,,,1835203
Syria,SYR,1899,,,1845016
Syria,SYR,1900,,,1854881
Syria,SYR,1901,,,1864799
Syria,SYR,1902,,,1874679
Syria,SYR,1903,,,1884703
Syria,SYR,1904,,,1894781
Syria,SYR,1905,,,1904912
Syria,SYR,1906,,,1915097
Syria,SYR,1907,,,1925207
Syria,SYR,1908,,,1935501
Syria,SYR,1909,,,1945850
Syria,SYR,1910,,,1956254
Syria,SYR,1911,,,1966676
Syria,SYR,1912,,,1977192
Syria,SYR,1913,,1987,1993884
Syria,SYR,1914,,,2016875
Syria,SYR,1915,,,2046288
Syria,SYR,1916,,,2076131
Syria,SYR,1917,,,2106408
Syria,SYR,1918,,,2137270
Syria,SYR,1919,,,2168547
Syria,SYR,1920,,,2200282
Syria,SYR,1921,,,2232482
Syria,SYR,1922,,,2265153
Syria,SYR,1923,,,2298302
Syria,SYR,1924,,,2331936
Syria,SYR,1925,,,2366062
Syria,SYR,1926,,,2400688
Syria,SYR,1927,,,2435820
Syria,SYR,1928,,,2471467
Syria,SYR,1929,,,2507635
Syria,SYR,1930,,,2544332
Syria,SYR,1931,,,2581567
Syria,SYR,1932,,,2619346
Syria,SYR,1933,,,2657679
Syria,SYR,1934,,,2696572
Syria,SYR,1935,,,2736034
Syria,SYR,1936,,,2776074
Syria,SYR,1937,,,2816700
Syria,SYR,1938,,,2857921
Syria,SYR,1939,,,2899744
Syria,SYR,1940,,,2942180
Syria,SYR,1941,,,2985237
Syria,SYR,1942,,,3028924
Syria,SYR,1943,,,3073250
Syria,SYR,1944,,,3118225
Syria,SYR,1945,,,3163858
Syria,SYR,1946,,,3210159
Syria,SYR,1947,,,3257137
Syria,SYR,1948,,,3304803
Syria,SYR,1949,,,3353167
Syria,SYR,1950,32.698,2520,3413000
Syria,SYR,1951,33.098,2340,3499000
Syria,SYR,1952,33.501,2843,3591000
Syria,SYR,1953,33.906,3107,3691000
Syria,SYR,1954,34.313,3434,3798000
Syria,SYR,1955,34.723,2983,3911000
Syria,SYR,1956,35.136,3397,4032000
Syria,SYR,1957,35.55,3465,4159000
Syria,SYR,1958,35.967,2864,4292000
Syria,SYR,1959,36.385,2846,4430000
Syria,SYR,1960,36.807,2770,4574000
Syria,SYR,1961,37.399,2972,4722000
Syria,SYR,1962,38.044,3244,4875000
Syria,SYR,1963,38.694,3032,5035000
Syria,SYR,1964,39.349,3186,5200000
Syria,SYR,1965,40.006,2963,5373000
Syria,SYR,1966,40.667,2565,5553000
Syria,SYR,1967,41.332,2801,5741000
Syria,SYR,1968,42.001,2793,5936000
Syria,SYR,1969,42.671,3127,6139000
Syria,SYR,1970,43.345,3273,6351000
Syria,SYR,1971,43.751,3427,6571000
Syria,SYR,1972,44.078,4082,6800000
Syria,SYR,1973,44.405,3533,7038000
Syria,SYR,1974,44.733,4193,7283000
Syria,SYR,1975,45.061,4771,7536000
Syria,SYR,1976,45.39,5077,7795000
Syria,SYR,1977,45.718,4809,8061000
Syria,SYR,1978,46.048,5016,8336000
Syria,SYR,1979,46.377,4988,8626000
Syria,SYR,1980,46.708,5360,8931000
Syria,SYR,1981,47.038,5632,9253000
Syria,SYR,1982,47.268,5504,9590000
Syria,SYR,1983,47.476,5343,9939000
Syria,SYR,1984,47.684,4908,10293000
Syria,SYR,1985,47.891,4989,10649000
Syria,SYR,1986,48.099,4544,11004000
Syria,SYR,1987,48.307,4439,11361000
Syria,SYR,1988,48.515,4825,11719000
Syria,SYR,1989,48.723,4221,12080000
Syria,SYR,1990,48.931,4360,12446000
Syria,SYR,1991,49.139,4656,12815000
Syria,SYR,1992,49.347,5090,13188000
Syria,SYR,1993,49.555,5279,13565000
Syria,SYR,1994,49.764,5381,13950000
Syria,SYR,1995,50.104,5480,14345000
Syria,SYR,1996,50.473,5451,14754000
Syria,SYR,1997,50.841,5208,15175000
Syria,SYR,1998,51.21,5314,15600000
Syria,SYR,1999,51.578,4984,16014000
Syria,SYR,2000,51.947,4946,16411000
Syria,SYR,2001,52.314,4990,16767000
Syria,SYR,2002,52.682,5156,17085000
Syria,SYR,2003,53.049,4929,17415000
Syria,SYR,2004,53.417,5127,17828000
Syria,SYR,2005,53.782,5273,18361000
Syria,SYR,2006,54.146,4954,19059000
Syria,SYR,2007,54.511,5195,19878000
Syria,SYR,2008,54.875,5307,20664000
Syria,SYR,2009,55.237,5166,21206000
Syria,SYR,2010,55.6,5678,21363000
Syria,SYR,2011,54.58,5979,21082000
Syria,SYR,2012,53.555,5087,20439000
Taiwan,TWN,1800,,,2000000
Taiwan,TWN,1801,,,2000000
Taiwan,TWN,1802,,,2000000
Taiwan,TWN,1803,,,2000000
Taiwan,TWN,1804,,,2000000
Taiwan,TWN,1805,,,2000000
Taiwan,TWN,1806,,,2000000
Taiwan,TWN,1807,,,2000000
Taiwan,TWN,1808,,,2000000
Taiwan,TWN,1809,,,2000000
Taiwan,TWN,1810,,,2000000
Taiwan,TWN,1811,,,2000303
Taiwan,TWN,1812,,,2000910
Taiwan,TWN,1813,,,2001822
Taiwan,TWN,1814,,,2003040
Taiwan,TWN,1815,,,2004565
Taiwan,TWN,1816,,,2006398
Taiwan,TWN,1817,,,2008540
Taiwan,TWN,1818,,,2010991
Taiwan,TWN,1819,,,2013754
Taiwan,TWN,1820,,907,2016828
Taiwan,TWN,1821,,,2020215
Taiwan,TWN,1822,,,2023916
Taiwan,TWN,1823,,,2027932
Taiwan,TWN,1824,,,2032264
Taiwan,TWN,1825,,,2036912
Taiwan,TWN,1826,,,2041878
Taiwan,TWN,1827,,,2047164
Taiwan,TWN,1828,,,2052769
Taiwan,TWN,1829,,,2058694
Taiwan,TWN,1830,,,2064942
Taiwan,TWN,1831,,,2071513
Taiwan,TWN,1832,,,2078105
Taiwan,TWN,1833,,,2084717
Taiwan,TWN,1834,,,2091351
Taiwan,TWN,1835,,,2098006
Taiwan,TWN,1836,,,2104682
Taiwan,TWN,1837,,,2111379
Taiwan,TWN,1838,,,2118098
Taiwan,TWN,1839,,,2124838
Taiwan,TWN,1840,,,2131599
Taiwan,TWN,1841,,,2138383
Taiwan,TWN,1842,,,2145191
Taiwan,TWN,1843,,,2152021
Taiwan,TWN,1844,,,2158875
Taiwan,TWN,1845,,,2165753
Taiwan,TWN,1846,,,2172653
Taiwan,TWN,1847,,,2179578
Taiwan,TWN,1848,,,2186525
Taiwan,TWN,1849,,,2193497
Taiwan,TWN,1850,,,2200492
Taiwan,TWN,1851,,,2206607
Taiwan,TWN,1852,,,2212740
Taiwan,TWN,1853,,,2218891
Taiwan,TWN,1854,,,2225061
Taiwan,TWN,1855,,,2231249
Taiwan,TWN,1856,,,2237455
Taiwan,TWN,1857,,,2243679
Taiwan,TWN,1858,,,2249922
Taiwan,TWN,1859,,,2256184
Taiwan,TWN,1860,,,2262464
Taiwan,TWN,1861,,,2268763
Taiwan,TWN,1862,,,2275081
Taiwan,TWN,1863,,,2281417
Taiwan,TWN,1864,,,2287771
Taiwan,TWN,1865,,,2294144
Taiwan,TWN,1866,,,2300535
Taiwan,TWN,1867,,,2306944
Taiwan,TWN,1868,,,2313372
Taiwan,TWN,1869,,,2319818
Taiwan,TWN,1870,,907,2326283
Taiwan,TWN,1871,,,2332766
Taiwan,TWN,1872,,,2339268
Taiwan,TWN,1873,,,2345704
Taiwan,TWN,1874,,,2352244
Taiwan,TWN,1875,,,2358802
Taiwan,TWN,1876,,,2365380
Taiwan,TWN,1877,,,2371901
Taiwan,TWN,1878,,,2378518
Taiwan,TWN,1879,,,2385153
Taiwan,TWN,1880,,,2391807
Taiwan,TWN,1881,,,2398413
Taiwan,TWN,1882,,,2405103
Taiwan,TWN,1883,,,2411811
Taiwan,TWN,1884,,,2418480
Taiwan,TWN,1885,,,2427211
Taiwan,TWN,1886,,,2437978
Taiwan,TWN,1887,,,2445795
Taiwan,TWN,1888,,,2459746
Taiwan,TWN,1889,,,2476173
Taiwan,TWN,1890,,,2495116
Taiwan,TWN,1891,,,2516613
Taiwan,TWN,1892,,,2540703
Taiwan,TWN,1893,,,2567426
Taiwan,TWN,1894,,,2596822
Taiwan,TWN,1895,,,2628933
Taiwan,TWN,1896,,,2663782
Taiwan,TWN,1897,,,2699028
Taiwan,TWN,1898,,,2734718
Taiwan,TWN,1899,,,2770808
Taiwan,TWN,1900,,,2809304
Taiwan,TWN,1901,,1012,2849446
Taiwan,TWN,1902,,1012,2887235
Taiwan,TWN,1903,,1199,2927856
Taiwan,TWN,1904,,1142,2967339
Taiwan,TWN,1905,,924,3006065
Taiwan,TWN,1906,,974,3045191
Taiwan,TWN,1907,,1078,3091901
Taiwan,TWN,1908,,1112,3127702
Taiwan,TWN,1909,,1241,3164252
Taiwan,TWN,1910,,1262,3207794
Taiwan,TWN,1911,,1180,3253638
Taiwan,TWN,1912,,1110,3315296
Taiwan,TWN,1913,,1207,3376901
Taiwan,TWN,1914,,1164,3427417
Taiwan,TWN,1915,,1211,3462964
Taiwan,TWN,1916,,1306,3491669
Taiwan,TWN,1917,,1464,3521322
Taiwan,TWN,1918,,1399,3557157
Taiwan,TWN,1919,,1438,3594444
Taiwan,TWN,1920,,1419,3639512
Taiwan,TWN,1921,,1463,3697226
Taiwan,TWN,1922,,1621,3763369
Taiwan,TWN,1923,,1650,3832107
Taiwan,TWN,1924,,1771,3905059
Taiwan,TWN,1925,,1838,3987738
Taiwan,TWN,1926,,1833,4078524
Taiwan,TWN,1927,,1800,4173524
Taiwan,TWN,1928,,1813,4270145
Taiwan,TWN,1929,,1868,4375521
Taiwan,TWN,1930,,1896,4490299
Taiwan,TWN,1931,,1873,4611562
Taiwan,TWN,1932,,1938,4735095
Taiwan,TWN,1933,,1836,4860249
Taiwan,TWN,1934,,1887,4986051
Taiwan,TWN,1935,,2035,5112177
Taiwan,TWN,1936,,2109,5242519
Taiwan,TWN,1937,,2079,5379669
Taiwan,TWN,1938,,2161,5521359
Taiwan,TWN,1939,,2072,5669534
Taiwan,TWN,1940,,1880,5826786
Taiwan,TWN,1941,,,5994739
Taiwan,TWN,1942,,,6163340
Taiwan,TWN,1943,,,6279091
Taiwan,TWN,1944,,,6341992
Taiwan,TWN,1945,,,6354637
Taiwan,TWN,1946,,,6298221
Taiwan,TWN,1947,,,6351395
Taiwan,TWN,1948,,,6589382
Taiwan,TWN,1949,,,7119502
Taiwan,TWN,1950,26.842,1393,7602000
Taiwan,TWN,1951,27.28,1445,7931000
Taiwan,TWN,1952,27.722,1572,8251000
Taiwan,TWN,1953,28.168,1687,8565000
Taiwan,TWN,1954,28.619,1773,8877000
Taiwan,TWN,1955,29.074,1837,9190000
Taiwan,TWN,1956,29.534,1871,9506000
Taiwan,TWN,1957,29.996,1943,9830000
Taiwan,TWN,1958,30.464,2016,10164000
Taiwan,TWN,1959,30.936,2086,10512000
Taiwan,TWN,1960,31.412,2115,10876000
Taiwan,TWN,1961,31.891,2216,11258000
Taiwan,TWN,1962,32.374,2342,11655000
Taiwan,TWN,1963,32.862,2491,12065000
Taiwan,TWN,1964,33.353,2711,12482000
Taiwan,TWN,1965,33.857,2949,12901000
Taiwan,TWN,1966,34.375,3151,13322000
Taiwan,TWN,1967,34.897,3470,13743000
Taiwan,TWN,1968,35.423,3724,14157000
Taiwan,TWN,1969,35.951,4010,14553000
Taiwan,TWN,1970,36.484,4420,14924000
Taiwan,TWN,1971,37.019,4942,15268000
Taiwan,TWN,1972,37.559,5539,15586000
Taiwan,TWN,1973,38.101,6192,15885000
Taiwan,TWN,1974,38.646,6178,16176000
